,id,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
78,79,0.113446414,0.04623025,0.023893246,0.06420535,0.071947545,0.026568783,0.024585767,0.025758311,0.0152612515,0.030830214,0.04424435,0.02156059,0.010025243,0.023575773,0.010821642,0.050303027,0.003388948,0.040813833,0.039090853,0.0074702133,0.04271078,0.005989847,0.028864251,0.0064689326,0.00950672,0.024989298,0.019412676,0.16803588
79,80,0.10050797,0.050150618,0.021091519,0.053968024,0.070746854,0.030059678,0.03021305,0.023594398,0.022509603,0.03185208,0.04044233,0.033226393,0.01863381,0.024472438,0.014699318,0.07510285,0.0059153577,0.038966287,0.026267413,0.011480423,0.048764303,0.012291607,0.046064984,0.0134080015,0.01596123,0.03149769,0.02229824,0.08581357
80,81,0.078293234,0.033371527,0.028705921,0.060823686,0.07053592,0.03451327,0.02965168,0.03400103,0.01625247,0.028110284,0.05708834,0.024302669,0.012530831,0.017551603,0.010494748,0.023995025,0.0069202813,0.029092947,0.03721628,0.00804686,0.03453351,0.007726415,0.027617445,0.0074742963,0.0096977325,0.022902118,0.0141547965,0.23439506
81,82,0.056473155,0.028431926,0.029449094,0.060354304,0.061470598,0.024191381,0.024649529,0.033938322,0.012849621,0.027471075,0.051656764,0.02015799,0.009377933,0.014220606,0.00870541,0.013516166,0.0037157869,0.023305928,0.03707088,0.006060493,0.03188759,0.004461775,0.02547436,0.004887471,0.007477189,0.024046522,0.013760071,0.340938
82,83,0.056520887,0.025980065,0.034317266,0.065444015,0.056429368,0.01979826,0.021931851,0.036102638,0.012325203,0.02517129,0.052180666,0.021413403,0.007924708,0.013206705,0.008602447,0.009090138,0.0041364697,0.018872999,0.03069603,0.005654542,0.02586633,0.0045152716,0.020637773,0.0038752877,0.005935303,0.02072377,0.011623995,0.38102332
83,84,0.06902422,0.041557197,0.033022247,0.07204065,0.065115124,0.022668708,0.029821437,0.030677345,0.017300364,0.032708343,0.06120675,0.027376974,0.012038782,0.018804286,0.010861817,0.020928709,0.004866377,0.02596918,0.032925043,0.008517673,0.036352243,0.0058653513,0.03424279,0.006414444,0.0106816245,0.027463956,0.018162433,0.22338593
84,85,0.07601128,0.042500652,0.03320558,0.07440681,0.074401475,0.025296453,0.02747451,0.02914539,0.013978272,0.032696072,0.055967268,0.02285464,0.009834539,0.017515983,0.009829246,0.030491503,0.0032425888,0.028657258,0.029592931,0.006478041,0.034941465,0.0053652045,0.029412186,0.0053360704,0.008566576,0.024296375,0.015793564,0.23270807
85,86,0.08626443,0.041989665,0.02160673,0.05805751,0.07640085,0.03315752,0.029562874,0.027459072,0.015226298,0.030650536,0.05169905,0.020461222,0.010455385,0.021426087,0.010710031,0.03688189,0.0037808383,0.03688014,0.036954693,0.007371564,0.036614586,0.0066325883,0.03238059,0.0067437594,0.009115731,0.024152845,0.017049799,0.21031366
86,87,0.11390832,0.03931079,0.023623027,0.059418138,0.07610235,0.03054362,0.025727281,0.026025841,0.0141662,0.029190607,0.047966417,0.019358328,0.0099736275,0.021753535,0.009992154,0.052969176,0.003185028,0.04216996,0.048000872,0.0062371567,0.040954866,0.005390293,0.02839668,0.0057481136,0.009169586,0.024522988,0.016077986,0.17011708
87,88,0.051521897,0.039858203,0.03223285,0.06088395,0.062313173,0.02346787,0.029875,0.037459575,0.016134731,0.027417671,0.0492237,0.023940463,0.010253851,0.015395254,0.009696773,0.010092314,0.0069187367,0.020362321,0.023512602,0.008552995,0.028396428,0.0066174963,0.029245531,0.0064419457,0.007963947,0.021472793,0.015604492,0.32514337
88,89,0.082253784,0.041303188,0.026188677,0.054762118,0.07419304,0.024188964,0.023431974,0.028571181,0.014639335,0.029740976,0.030575981,0.019888913,0.0075928355,0.021856336,0.0105623985,0.0545404,0.0014652255,0.03384711,0.030570734,0.005770901,0.036789466,0.004311964,0.03210136,0.0048735463,0.0075876703,0.026563186,0.01675845,0.25507033
89,90,0.049966644,0.03276535,0.029982291,0.059173103,0.06513914,0.018985005,0.028852774,0.03727527,0.010961017,0.025931627,0.05031545,0.016398687,0.0067158774,0.013580482,0.007598233,0.0100295525,0.0031441266,0.016849782,0.026352251,0.004835969,0.021268869,0.0037641823,0.02375722,0.0035449485,0.004856809,0.016442858,0.012692303,0.39882025
90,91,0.08477666,0.04620875,0.02842083,0.06896191,0.07318562,0.02484307,0.029341243,0.0309587,0.013825926,0.03331113,0.051553793,0.020392036,0.009836519,0.020773647,0.009920051,0.03468947,0.0034390416,0.032645475,0.035991374,0.006470747,0.03577136,0.005450898,0.030374732,0.0056504803,0.0088162,0.022714112,0.018875647,0.21280058
91,92,0.058199763,0.039445598,0.031856023,0.07328424,0.06904926,0.020164313,0.031155232,0.034020983,0.012983112,0.02830716,0.059026655,0.019706648,0.009067373,0.015166618,0.008680041,0.01266098,0.0038001908,0.019978119,0.028657872,0.006149585,0.026260074,0.0049808733,0.027930388,0.0045876177,0.006692687,0.018575797,0.015387049,0.3142258
92,93,0.05164903,0.03575538,0.035126764,0.069393694,0.06283018,0.017999565,0.024845706,0.036056776,0.010337646,0.028485728,0.04865546,0.016394475,0.0062470958,0.013931866,0.0075753215,0.012882271,0.0020765034,0.018712735,0.025882091,0.004220167,0.02287166,0.0029614458,0.021608362,0.0030205152,0.0046244236,0.0178392,0.012753188,0.3852628
93,94,0.05932477,0.033393774,0.025118392,0.059367556,0.070653036,0.025401864,0.033252653,0.03293458,0.015209603,0.028996011,0.05482646,0.021508776,0.0101182815,0.015561482,0.0096079055,0.0163554,0.004298758,0.023710951,0.027327016,0.007106183,0.03222189,0.005793057,0.03225945,0.0060592424,0.008418087,0.02107525,0.0156872,0.30441234
94,95,0.06330615,0.03420055,0.032621365,0.060755473,0.07100111,0.02448005,0.026609506,0.033006888,0.016505163,0.035168283,0.043943454,0.02448096,0.011518621,0.021046208,0.013950281,0.048604302,0.0022431444,0.03003999,0.027373796,0.008008957,0.039565932,0.0054028872,0.03696507,0.00677377,0.010285873,0.031001888,0.020805568,0.22033486
95,96,0.06334366,0.03509113,0.027736358,0.056969725,0.07319801,0.022627061,0.031658266,0.03387405,0.013571066,0.035676844,0.05773869,0.020553097,0.009793589,0.019213852,0.010742519,0.032332227,0.0024388938,0.02629636,0.02505142,0.006329941,0.033078656,0.0047678165,0.033192456,0.0054820525,0.008914432,0.02259554,0.019597376,0.26813498
96,97,0.05109883,0.03299702,0.032610573,0.058921583,0.06740413,0.02196952,0.03006885,0.03687032,0.016764572,0.037111502,0.049581625,0.022340626,0.0112657305,0.020756591,0.014057676,0.04500113,0.002614499,0.027369292,0.021237645,0.008846175,0.03336979,0.005215507,0.037855167,0.0072519816,0.010733025,0.027096234,0.022914955,0.24667545
97,98,0.05348357,0.030387098,0.03413776,0.061940253,0.064308345,0.021142824,0.025395015,0.036128737,0.011835717,0.02754185,0.05109824,0.017877424,0.007798744,0.014606338,0.007969841,0.012238044,0.0030503687,0.02194401,0.03440977,0.0050773704,0.026623635,0.0037790837,0.023349,0.0036679555,0.0056496984,0.019653535,0.011922699,0.36298308
98,99,0.05635108,0.039228313,0.033560432,0.07337341,0.07250254,0.021470653,0.025575265,0.028204534,0.0125293415,0.033880044,0.04333887,0.021392072,0.008092658,0.016882872,0.010263086,0.03714355,0.0015703922,0.025391681,0.022568716,0.0054205246,0.029875731,0.0036781807,0.030699497,0.0045444295,0.007407965,0.025943272,0.016127625,0.29298332
99,100,0.076472625,0.03066359,0.031212246,0.060055453,0.0666264,0.03343249,0.027668992,0.029937198,0.013029218,0.02950884,0.05362173,0.021359596,0.010450873,0.017128546,0.009823039,0.02793085,0.0038178165,0.03132029,0.04415392,0.00657134,0.03721927,0.0055853827,0.026542036,0.0057880036,0.0096176965,0.026086532,0.013673505,0.25070253
100,101,0.09207139,0.04561815,0.027511965,0.06328108,0.07615058,0.022791255,0.025241425,0.029316975,0.013255409,0.026564382,0.046387255,0.018493485,0.008136115,0.018823734,0.008281214,0.0232912,0.0033504514,0.029164556,0.034294628,0.0055384864,0.03264586,0.004634452,0.025828097,0.0044093174,0.006524214,0.02120335,0.013951706,0.27323925
101,102,0.06365648,0.046119817,0.02977317,0.074378505,0.06559214,0.026666185,0.025021035,0.03158965,0.01719395,0.033706926,0.03806187,0.03275637,0.012353808,0.01902289,0.012610624,0.040007118,0.0035376293,0.030960234,0.0292136,0.008645817,0.04204661,0.00834043,0.04124213,0.008051642,0.013948909,0.03544557,0.016844435,0.19321242
102,103,0.044836354,0.027461588,0.03634338,0.06318927,0.055939827,0.017091138,0.022004366,0.03769796,0.010766551,0.024068696,0.0472279,0.018404538,0.0064935605,0.011715832,0.0072403224,0.0083802445,0.003707731,0.015250209,0.023076585,0.0047449423,0.022198314,0.0034037647,0.019029157,0.003420476,0.0046330746,0.01642325,0.011553929,0.43369704
103,104,0.047387917,0.026335936,0.033417277,0.058439236,0.05898595,0.017905354,0.019938484,0.034309167,0.0094007775,0.023375876,0.04059514,0.013778876,0.005334856,0.0119069,0.0062093385,0.009560708,0.0023185771,0.017437525,0.029213477,0.0034458481,0.02175388,0.0026818407,0.01747888,0.0025093453,0.0037353458,0.01567652,0.009184506,0.4576825
104,105,0.06238881,0.037256833,0.028301794,0.07107367,0.07911862,0.02575794,0.03530656,0.03272804,0.013668567,0.034286894,0.06662118,0.019540917,0.010874868,0.01856387,0.010777188,0.029972408,0.002647371,0.026134834,0.027467405,0.0068069445,0.03278591,0.0044208383,0.033202592,0.0054791947,0.008605486,0.022405637,0.018348215,0.23545735
105,106,0.0765099,0.055276282,0.03261004,0.07404632,0.070945755,0.019405544,0.026215374,0.029338038,0.0133719575,0.035446778,0.042707197,0.026426043,0.009835168,0.021332972,0.011018779,0.04971145,0.0026397973,0.02841486,0.02362809,0.0070021763,0.03283308,0.0053357636,0.03212487,0.005623942,0.009966811,0.027424468,0.020764869,0.21004371
106,107,0.09203764,0.04372776,0.0285341,0.0655252,0.070725344,0.028108012,0.02747642,0.026714666,0.016219484,0.0360785,0.053229734,0.023018194,0.011404298,0.021446822,0.012291608,0.048936233,0.0031867141,0.038365874,0.03524743,0.0077925357,0.03901615,0.005869828,0.03398148,0.006556465,0.010305028,0.027409533,0.020816209,0.1659787
107,108,0.1071632,0.034668814,0.02364887,0.05232148,0.07516448,0.032626938,0.02671584,0.024561396,0.015965348,0.029284554,0.053372603,0.021630974,0.011862144,0.022420326,0.01144354,0.06011367,0.0034605442,0.042409804,0.04128884,0.0071894694,0.046130557,0.0064682863,0.031697,0.007688206,0.011478144,0.027289705,0.017913623,0.15402162
108,109,0.058061007,0.033969533,0.03078153,0.0715944,0.06471296,0.029481992,0.028112201,0.03229603,0.015641551,0.03283115,0.058413792,0.025353504,0.011483463,0.017446626,0.011917454,0.020855244,0.004507184,0.0297497,0.04148143,0.007830571,0.03716767,0.006584934,0.03136225,0.0062116263,0.010286968,0.02835019,0.015062452,0.23845255
109,110,0.08087273,0.03615038,0.027460163,0.060990524,0.06384557,0.0343426,0.026970405,0.027444486,0.014341031,0.032556005,0.053336155,0.017895745,0.010798247,0.022502312,0.012461328,0.040523436,0.0034522323,0.040211704,0.05861553,0.0072808415,0.043597,0.0056885374,0.028751029,0.0059316517,0.009766462,0.0296461,0.018347537,0.18622026
110,111,0.06384246,0.04720333,0.031908665,0.06660659,0.06791543,0.021281533,0.028380506,0.03139506,0.013113993,0.03464815,0.046229452,0.017571542,0.00753362,0.01921869,0.010359049,0.03784486,0.0025527831,0.02693673,0.024976,0.0060504987,0.033830788,0.004435857,0.030088842,0.0047960533,0.008236474,0.022136485,0.020659313,0.2702473
111,112,0.085650966,0.039633036,0.02731567,0.060395543,0.07611168,0.029655492,0.025523445,0.027050648,0.013656228,0.029251283,0.04709846,0.019263074,0.009193942,0.018603623,0.0093466155,0.040347986,0.0031606818,0.03685139,0.038866546,0.005793185,0.04240282,0.005195499,0.029143872,0.005634954,0.00843867,0.025184687,0.014519277,0.22671072
112,113,0.09339022,0.046958867,0.028375724,0.0601322,0.070568025,0.025878977,0.025847936,0.03071999,0.0137524875,0.031734884,0.043534152,0.017722622,0.008393509,0.023252752,0.009834541,0.045171335,0.0029011564,0.035402887,0.038797293,0.006035171,0.03434002,0.0047127297,0.027081084,0.0049524563,0.0077740033,0.022797968,0.018346777,0.22159025
113,114,0.05370198,0.04118972,0.030328989,0.06755816,0.064896755,0.021997169,0.029793775,0.034750145,0.012645422,0.033919476,0.05606244,0.01937271,0.008648049,0.018095428,0.010297332,0.02715102,0.0028001694,0.023769341,0.025855795,0.006159643,0.033077005,0.0048029292,0.029866068,0.0048852265,0.008136229,0.023825306,0.018780902,0.2876328
114,115,0.09142518,0.046484023,0.026153946,0.062459137,0.068599336,0.032636818,0.030069401,0.028538642,0.015428262,0.032509595,0.056124013,0.021149715,0.012045253,0.023111671,0.011475244,0.040126245,0.0040492835,0.036585733,0.043054152,0.007143061,0.036598608,0.0061822115,0.03166073,0.0069608833,0.010285895,0.0239172,0.019080827,0.17614496
115,116,0.07708727,0.03635918,0.03030085,0.065634854,0.070086695,0.02881139,0.02824256,0.030638332,0.01439466,0.033435002,0.059807066,0.023962293,0.011971568,0.021083215,0.01171517,0.038142808,0.003115579,0.03168722,0.03294605,0.0074518044,0.03940287,0.0059685064,0.033885974,0.0064481045,0.011182324,0.029339274,0.018361295,0.19853806
116,117,0.09336612,0.03951007,0.021432582,0.054150026,0.06622089,0.035923682,0.031426456,0.029527737,0.017877243,0.03334562,0.059279423,0.020456808,0.013457719,0.024044953,0.0128245335,0.037712205,0.0051969774,0.041065034,0.042172663,0.009212064,0.038950995,0.008213576,0.033608098,0.008560285,0.010720929,0.025123026,0.02015011,0.1664702
